Context	Hypothesis	Entailment_Label	Topic_Label
'बुरा आदमी' क्यों बनना चाहते हैं रणबीर?	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	3
येदियुरप्पा को भाजपा ने शिमोगा से उतारा	यह भारत की सूचना है|	entailed	0
येदियुरप्पा को भाजपा ने शिमोगा से उतारा	यह भारत की सूचना नहीं है|	not-entailed	0
येदियुरप्पा को भाजपा ने शिमोगा से उतारा	यह मनोरंजन की सूचना है|	not-entailed	0
येदियुरप्पा को भाजपा ने शिमोगा से उतारा	यह मनोरंजन की सूचना नहीं है|	entailed	0
लेन-देन के आरोप के बिना जांच नहीं: चिदंबरम	यह भारत की सूचना है|	entailed	0
लेन-देन के आरोप के बिना जांच नहीं: चिदंबरम	यह भारत की सूचना नहीं है|	not-entailed	0
लेन-देन के आरोप के बिना जांच नहीं: चिदंबरम	यह खबर की सूचना है|	not-entailed	0
लेन-देन के आरोप के बिना जांच नहीं: चिदंबरम	यह खबर की सूचना नहीं है|	entailed	0
अथाह दौलत बटोरने वाले चाइनीज़ 'अली बाबा' जैक मा की कहानी	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
अथाह दौलत बटोरने वाले चाइनीज़ 'अली बाबा' जैक मा की कहानी	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
अथाह दौलत बटोरने वाले चाइनीज़ 'अली बाबा' जैक मा की कहानी	यह खेल की सूचना है|	not-entailed	2
अथाह दौलत बटोरने वाले चाइनीज़ 'अली बाबा' जैक मा की कहानी	यह खेल की सूचना नहीं है|	entailed	2
पिस्टोरियस ने गर्लफ्रेंड को 'लुटेरा' समझ गोली मारी	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
पिस्टोरियस ने गर्लफ्रेंड को 'लुटेरा' समझ गोली मारी	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
पिस्टोरियस ने गर्लफ्रेंड को 'लुटेरा' समझ गोली मारी	यह विज्ञान की सूचना है|	not-entailed	2
पिस्टोरियस ने गर्लफ्रेंड को 'लुटेरा' समझ गोली मारी	यह विज्ञान की सूचना नहीं है|	entailed	2
दीपिका की पार्टी में रणबीर को न्यौता, कटरीना से तौबा	यह मनोरंजन की सूचना है|	entailed	3
दीपिका की पार्टी में रणबीर को न्यौता, कटरीना से तौबा	यह मनोरंजन की सूचना नहीं है|	not-entailed	3
दीपिका की पार्टी में रणबीर को न्यौता, कटरीना से तौबा	यह खेल की सूचना है|	not-entailed	3
दीपिका की पार्टी में रणबीर को न्यौता, कटरीना से तौबा	यह खेल की सूचना नहीं है|	entailed	3
बधाई हो, बेटी हुई है	यह भारत की सूचना है|	entailed	0
बधाई हो, बेटी हुई है	यह भारत की सूचना नहीं है|	not-entailed	0
बधाई हो, बेटी हुई है	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	0
बधाई हो, बेटी हुई है	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	0
मैं किताबों का सोशल ऑडिटर हूँ: दीनानाथ बत्रा	यह भारत की सूचना है|	entailed	0
मैं किताबों का सोशल ऑडिटर हूँ: दीनानाथ बत्रा	यह भारत की सूचना नहीं है|	not-entailed	0
मैं किताबों का सोशल ऑडिटर हूँ: दीनानाथ बत्रा	यह मनोरंजन की सूचना है|	not-entailed	0
मैं किताबों का सोशल ऑडिटर हूँ: दीनानाथ बत्रा	यह मनोरंजन की सूचना नहीं है|	entailed	0
सचिन इतनी जल्दी क्रिकेट नहीं छोड़ेंगे:  रवि शास्त्री 	यह खेल की सूचना है|	entailed	4
सचिन इतनी जल्दी क्रिकेट नहीं छोड़ेंगे:  रवि शास्त्री 	यह खेल की सूचना नहीं है|	not-entailed	4
सचिन इतनी जल्दी क्रिकेट नहीं छोड़ेंगे:  रवि शास्त्री 	यह खबर की सूचना है|	not-entailed	4
सचिन इतनी जल्दी क्रिकेट नहीं छोड़ेंगे:  रवि शास्त्री 	यह खबर की सूचना नहीं है|	entailed	4
रफ़्तार के साथ दुर्घटनाएँ भी बढ़ीं	यह भारत की सूचना है|	entailed	0
रफ़्तार के साथ दुर्घटनाएँ भी बढ़ीं	यह भारत की सूचना नहीं है|	not-entailed	0
रफ़्तार के साथ दुर्घटनाएँ भी बढ़ीं	यह खबर की सूचना है|	not-entailed	0
रफ़्तार के साथ दुर्घटनाएँ भी बढ़ीं	यह खबर की सूचना नहीं है|	entailed	0
राजस्थान के होटल में हिंदू-मुस्लिम जोड़े की पिटाई	यह भारत की सूचना है|	entailed	0
राजस्थान के होटल में हिंदू-मुस्लिम जोड़े की पिटाई	यह भारत की सूचना नहीं है|	not-entailed	0
राजस्थान के होटल में हिंदू-मुस्लिम जोड़े की पिटाई	यह खेल की सूचना है|	not-entailed	0
राजस्थान के होटल में हिंदू-मुस्लिम जोड़े की पिटाई	यह खेल की सूचना नहीं है|	entailed	0
बीबीसी हिंदी फेसबुक पर भेजी पाठकों ने तस्वीरें	यह भारत की सूचना है|	entailed	0
बीबीसी हिंदी फेसबुक पर भेजी पाठकों ने तस्वीरें	यह भारत की सूचना नहीं है|	not-entailed	0
बीबीसी हिंदी फेसबुक पर भेजी पाठकों ने तस्वीरें	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	0
बीबीसी हिंदी फेसबुक पर भेजी पाठकों ने तस्वीरें	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	0
एक ही रात में 100 फ़लस्तीनी मारे गए	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
एक ही रात में 100 फ़लस्तीनी मारे गए	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
एक ही रात में 100 फ़लस्तीनी मारे गए	यह भारत की सूचना है|	not-entailed	2
एक ही रात में 100 फ़लस्तीनी मारे गए	यह भारत की सूचना नहीं है|	entailed	2
सानिया-शोएब का निकाह संपन्न	यह भारत की सूचना है|	entailed	0
सानिया-शोएब का निकाह संपन्न	यह भारत की सूचना नहीं है|	not-entailed	0
सानिया-शोएब का निकाह संपन्न	यह खेल की सूचना है|	not-entailed	0
सानिया-शोएब का निकाह संपन्न	यह खेल की सूचना नहीं है|	entailed	0
'मैं नहीं, आम आदमी है मुख्यमंत्री'	यह भारत की सूचना है|	entailed	0
'मैं नहीं, आम आदमी है मुख्यमंत्री'	यह भारत की सूचना नहीं है|	not-entailed	0
'मैं नहीं, आम आदमी है मुख्यमंत्री'	यह खबर की सूचना है|	not-entailed	0
'मैं नहीं, आम आदमी है मुख्यमंत्री'	यह खबर की सूचना नहीं है|	entailed	0
शाहरुख़ के पड़ोसी बने आमिर !	यह मनोरंजन की सूचना है|	entailed	3
शाहरुख़ के पड़ोसी बने आमिर !	यह मनोरंजन की सूचना नहीं है|	not-entailed	3
शाहरुख़ के पड़ोसी बने आमिर !	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	3
शाहरुख़ के पड़ोसी बने आमिर !	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	3
बलात्कार के खिलाफ फिर सड़कों पर दिल्ली	यह भारत की सूचना है|	entailed	0
बलात्कार के खिलाफ फिर सड़कों पर दिल्ली	यह भारत की सूचना नहीं है|	not-entailed	0
बलात्कार के खिलाफ फिर सड़कों पर दिल्ली	यह मनोरंजन की सूचना है|	not-entailed	0
बलात्कार के खिलाफ फिर सड़कों पर दिल्ली	यह मनोरंजन की सूचना नहीं है|	entailed	0
उत्तराखंड: जहाँ गिड़गिड़ाकर कर देते हैं 80 फ़ीसदी डिस्काउंट	यह भारत की सूचना है|	entailed	0
उत्तराखंड: जहाँ गिड़गिड़ाकर कर देते हैं 80 फ़ीसदी डिस्काउंट	यह भारत की सूचना नहीं है|	not-entailed	0
उत्तराखंड: जहाँ गिड़गिड़ाकर कर देते हैं 80 फ़ीसदी डिस्काउंट	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	0
उत्तराखंड: जहाँ गिड़गिड़ाकर कर देते हैं 80 फ़ीसदी डिस्काउंट	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	0
हनी अनंत, हनी कथा अनंता	यह मनोरंजन की सूचना है|	entailed	3
हनी अनंत, हनी कथा अनंता	यह मनोरंजन की सूचना नहीं है|	not-entailed	3
हनी अनंत, हनी कथा अनंता	यह खबर की सूचना है|	not-entailed	3
हनी अनंत, हनी कथा अनंता	यह खबर की सूचना नहीं है|	entailed	3
सऊदी अरब ने लगाई ब्लैकबेरी पर रोक	यह खबर की सूचना है|	entailed	1
सऊदी अरब ने लगाई ब्लैकबेरी पर रोक	यह खबर की सूचना नहीं है|	not-entailed	1
सऊदी अरब ने लगाई ब्लैकबेरी पर रोक	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	1
सऊदी अरब ने लगाई ब्लैकबेरी पर रोक	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	1
एवरेस्ट पर 19 बार चढ़ने वाले शेरपा लापता	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
एवरेस्ट पर 19 बार चढ़ने वाले शेरपा लापता	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
एवरेस्ट पर 19 बार चढ़ने वाले शेरपा लापता	यह भारत की सूचना है|	not-entailed	2
एवरेस्ट पर 19 बार चढ़ने वाले शेरपा लापता	यह भारत की सूचना नहीं है|	entailed	2
बीबीसी हिंदी सेवा का परिचय	यह खबर की सूचना है|	entailed	1
बीबीसी हिंदी सेवा का परिचय	यह खबर की सूचना नहीं है|	not-entailed	1
बीबीसी हिंदी सेवा का परिचय	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	1
बीबीसी हिंदी सेवा का परिचय	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	1
एक पूर्व राजकुमारी पर लगा मुर्गा लड़ाने का आरोप	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
एक पूर्व राजकुमारी पर लगा मुर्गा लड़ाने का आरोप	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
एक पूर्व राजकुमारी पर लगा मुर्गा लड़ाने का आरोप	यह विज्ञान की सूचना है|	not-entailed	2
एक पूर्व राजकुमारी पर लगा मुर्गा लड़ाने का आरोप	यह विज्ञान की सूचना नहीं है|	entailed	2
इन बच्चों को कोई नही 'डराता'	यह भारत की सूचना है|	entailed	0
इन बच्चों को कोई नही 'डराता'	यह भारत की सूचना नहीं है|	not-entailed	0
इन बच्चों को कोई नही 'डराता'	यह खबर की सूचना है|	not-entailed	0
इन बच्चों को कोई नही 'डराता'	यह खबर की सूचना नहीं है|	entailed	0
स्वीडन की प्राचीन कब्र से निकले कपड़े पर ‘अल्लाह’ और ‘अली’ लिखा मिला	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
स्वीडन की प्राचीन कब्र से निकले कपड़े पर ‘अल्लाह’ और ‘अली’ लिखा मिला	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
स्वीडन की प्राचीन कब्र से निकले कपड़े पर ‘अल्लाह’ और ‘अली’ लिखा मिला	यह विज्ञान की सूचना है|	not-entailed	2
स्वीडन की प्राचीन कब्र से निकले कपड़े पर ‘अल्लाह’ और ‘अली’ लिखा मिला	यह विज्ञान की सूचना नहीं है|	entailed	2
गर्भवती केट मिडिलटन का फैशन फंडा	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
गर्भवती केट मिडिलटन का फैशन फंडा	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
गर्भवती केट मिडिलटन का फैशन फंडा	यह खेल की सूचना है|	not-entailed	2
गर्भवती केट मिडिलटन का फैशन फंडा	यह खेल की सूचना नहीं है|	entailed	2
पुरुष क़ुलियों की भीड़ में वो अकेली औरत	यह भारत की सूचना है|	entailed	0
पुरुष क़ुलियों की भीड़ में वो अकेली औरत	यह भारत की सूचना नहीं है|	not-entailed	0
पुरुष क़ुलियों की भीड़ में वो अकेली औरत	यह विज्ञान की सूचना है|	not-entailed	0
पुरुष क़ुलियों की भीड़ में वो अकेली औरत	यह विज्ञान की सूचना नहीं है|	entailed	0
मनोज का 'चरित्रहीन' किरदार	यह मनोरंजन की सूचना है|	entailed	3
मनोज का 'चरित्रहीन' किरदार	यह मनोरंजन की सूचना नहीं है|	not-entailed	3
मनोज का 'चरित्रहीन' किरदार	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	3
मनोज का 'चरित्रहीन' किरदार	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	3
सरकार में नेतृत्व का संकट: भाजपा	यह भारत की सूचना है|	entailed	0
सरकार में नेतृत्व का संकट: भाजपा	यह भारत की सूचना नहीं है|	not-entailed	0
सरकार में नेतृत्व का संकट: भाजपा	यह विज्ञान की सूचना है|	not-entailed	0
सरकार में नेतृत्व का संकट: भाजपा	यह विज्ञान की सूचना नहीं है|	entailed	0
अब दृष्टिहीन पढ़ सकेंगे हिन्दी अख़बार	यह भारत की सूचना है|	entailed	0
अब दृष्टिहीन पढ़ सकेंगे हिन्दी अख़बार	यह भारत की सूचना नहीं है|	not-entailed	0
अब दृष्टिहीन पढ़ सकेंगे हिन्दी अख़बार	यह मनोरंजन की सूचना है|	not-entailed	0
अब दृष्टिहीन पढ़ सकेंगे हिन्दी अख़बार	यह मनोरंजन की सूचना नहीं है|	entailed	0
अधूरी रह गई यह इच्छा...	यह भारत की सूचना है|	entailed	0
अधूरी रह गई यह इच्छा...	यह भारत की सूचना नहीं है|	not-entailed	0
अधूरी रह गई यह इच्छा...	यह खबर की सूचना है|	not-entailed	0
अधूरी रह गई यह इच्छा...	यह खबर की सूचना नहीं है|	entailed	0
विकीपीडिया के संपादन में महिलाएँ क्यों हैं पीछे	यह विज्ञान की सूचना है|	entailed	5
विकीपीडिया के संपादन में महिलाएँ क्यों हैं पीछे	यह विज्ञान की सूचना नहीं है|	not-entailed	5
विकीपीडिया के संपादन में महिलाएँ क्यों हैं पीछे	यह मनोरंजन की सूचना है|	not-entailed	5
विकीपीडिया के संपादन में महिलाएँ क्यों हैं पीछे	यह मनोरंजन की सूचना नहीं है|	entailed	5
नडाल, जोकोविच और बोल्ट से भी आगे धोनी	यह खेल की सूचना है|	entailed	4
नडाल, जोकोविच और बोल्ट से भी आगे धोनी	यह खेल की सूचना नहीं है|	not-entailed	4
नडाल, जोकोविच और बोल्ट से भी आगे धोनी	यह भारत की सूचना है|	not-entailed	4
नडाल, जोकोविच और बोल्ट से भी आगे धोनी	यह भारत की सूचना नहीं है|	entailed	4
लिज हर्ले का क्लिंटन के साथ अफेयर से इनकार	यह मनोरंजन की सूचना है|	entailed	3
लिज हर्ले का क्लिंटन के साथ अफेयर से इनकार	यह मनोरंजन की सूचना नहीं है|	not-entailed	3
लिज हर्ले का क्लिंटन के साथ अफेयर से इनकार	यह भारत की सूचना है|	not-entailed	3
लिज हर्ले का क्लिंटन के साथ अफेयर से इनकार	यह भारत की सूचना नहीं है|	entailed	3
नई जमीन की तलाश में कहां जा रहे हैं नक्सली?	यह भारत की सूचना है|	entailed	0
नई जमीन की तलाश में कहां जा रहे हैं नक्सली?	यह भारत की सूचना नहीं है|	not-entailed	0
नई जमीन की तलाश में कहां जा रहे हैं नक्सली?	यह विज्ञान की सूचना है|	not-entailed	0
नई जमीन की तलाश में कहां जा रहे हैं नक्सली?	यह विज्ञान की सूचना नहीं है|	entailed	0
किस 'सवर्ण युग' को खोज रहे हैं नरेंद्र मोदी?	यह भारत की सूचना है|	entailed	0
किस 'सवर्ण युग' को खोज रहे हैं नरेंद्र मोदी?	यह भारत की सूचना नहीं है|	not-entailed	0
किस 'सवर्ण युग' को खोज रहे हैं नरेंद्र मोदी?	यह खबर की सूचना है|	not-entailed	0
किस 'सवर्ण युग' को खोज रहे हैं नरेंद्र मोदी?	यह खबर की सूचना नहीं है|	entailed	0
ओबामा ने कटौती की रूपरेखा पेश की	यह खबर की सूचना है|	entailed	1
ओबामा ने कटौती की रूपरेखा पेश की	यह खबर की सूचना नहीं है|	not-entailed	1
ओबामा ने कटौती की रूपरेखा पेश की	यह खेल की सूचना है|	not-entailed	1
ओबामा ने कटौती की रूपरेखा पेश की	यह खेल की सूचना नहीं है|	entailed	1
बीबीसी टेक वन: चटपटी फ़िल्मी गपशप 	यह मनोरंजन की सूचना है|	entailed	3
बीबीसी टेक वन: चटपटी फ़िल्मी गपशप 	यह मनोरंजन की सूचना नहीं है|	not-entailed	3
बीबीसी टेक वन: चटपटी फ़िल्मी गपशप 	यह खबर की सूचना है|	not-entailed	3
बीबीसी टेक वन: चटपटी फ़िल्मी गपशप 	यह खबर की सूचना नहीं है|	entailed	3
राष्ट्रपति का महँगाई पर काबू  पाने, लोकतांत्रिक मूल्यों पर ज़ोर	यह भारत की सूचना है|	entailed	0
राष्ट्रपति का महँगाई पर काबू  पाने, लोकतांत्रिक मूल्यों पर ज़ोर	यह भारत की सूचना नहीं है|	not-entailed	0
राष्ट्रपति का महँगाई पर काबू  पाने, लोकतांत्रिक मूल्यों पर ज़ोर	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	0
राष्ट्रपति का महँगाई पर काबू  पाने, लोकतांत्रिक मूल्यों पर ज़ोर	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	0
भड़काऊ भाषण : क्या तोगड़िया जाएंगे जेल	यह भारत की सूचना है|	entailed	0
भड़काऊ भाषण : क्या तोगड़िया जाएंगे जेल	यह भारत की सूचना नहीं है|	not-entailed	0
भड़काऊ भाषण : क्या तोगड़िया जाएंगे जेल	यह विज्ञान की सूचना है|	not-entailed	0
भड़काऊ भाषण : क्या तोगड़िया जाएंगे जेल	यह विज्ञान की सूचना नहीं है|	entailed	0
जदयू के साथ गठबंधन तयः लालू	यह भारत की सूचना है|	entailed	0
जदयू के साथ गठबंधन तयः लालू	यह भारत की सूचना नहीं है|	not-entailed	0
जदयू के साथ गठबंधन तयः लालू	यह खबर की सूचना है|	not-entailed	0
जदयू के साथ गठबंधन तयः लालू	यह खबर की सूचना नहीं है|	entailed	0
दाऊद के भाई पर मुंबई में हमला	यह भारत की सूचना है|	entailed	0
दाऊद के भाई पर मुंबई में हमला	यह भारत की सूचना नहीं है|	not-entailed	0
दाऊद के भाई पर मुंबई में हमला	यह खबर की सूचना है|	not-entailed	0
दाऊद के भाई पर मुंबई में हमला	यह खबर की सूचना नहीं है|	entailed	0
बीबीसी का फ़ोन क्यों काट रहे हैं ‘अस्सी के काशी’?	यह भारत की सूचना है|	entailed	0
बीबीसी का फ़ोन क्यों काट रहे हैं ‘अस्सी के काशी’?	यह भारत की सूचना नहीं है|	not-entailed	0
बीबीसी का फ़ोन क्यों काट रहे हैं ‘अस्सी के काशी’?	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	0
बीबीसी का फ़ोन क्यों काट रहे हैं ‘अस्सी के काशी’?	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	0
जेसिंथा के पति ने कैमरन को शुक्रिया कहा	यह भारत की सूचना है|	entailed	0
जेसिंथा के पति ने कैमरन को शुक्रिया कहा	यह भारत की सूचना नहीं है|	not-entailed	0
जेसिंथा के पति ने कैमरन को शुक्रिया कहा	यह खेल की सूचना है|	not-entailed	0
जेसिंथा के पति ने कैमरन को शुक्रिया कहा	यह खेल की सूचना नहीं है|	entailed	0
'गैंग्स' ने बदली कई ज़िंदगियाँ: मनोज 	यह मनोरंजन की सूचना है|	entailed	3
'गैंग्स' ने बदली कई ज़िंदगियाँ: मनोज 	यह मनोरंजन की सूचना नहीं है|	not-entailed	3
'गैंग्स' ने बदली कई ज़िंदगियाँ: मनोज 	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	3
'गैंग्स' ने बदली कई ज़िंदगियाँ: मनोज 	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	3
मलाला: जब दोबारा मिलीं तालिबानी हमले में घायल हुई तीनों सहेलियाँ	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
मलाला: जब दोबारा मिलीं तालिबानी हमले में घायल हुई तीनों सहेलियाँ	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
मलाला: जब दोबारा मिलीं तालिबानी हमले में घायल हुई तीनों सहेलियाँ	यह भारत की सूचना है|	not-entailed	2
मलाला: जब दोबारा मिलीं तालिबानी हमले में घायल हुई तीनों सहेलियाँ	यह भारत की सूचना नहीं है|	entailed	2
आईसीसी टेस्ट रैंकिंग में इंग्लैंड ने भारत को पछाड़ा	यह खेल की सूचना है|	entailed	4
आईसीसी टेस्ट रैंकिंग में इंग्लैंड ने भारत को पछाड़ा	यह खेल की सूचना नहीं है|	not-entailed	4
आईसीसी टेस्ट रैंकिंग में इंग्लैंड ने भारत को पछाड़ा	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	4
आईसीसी टेस्ट रैंकिंग में इंग्लैंड ने भारत को पछाड़ा	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	4
केजरीवाल का घर, कोई ख़ुश तो कोई परेशान	यह भारत की सूचना है|	entailed	0
केजरीवाल का घर, कोई ख़ुश तो कोई परेशान	यह भारत की सूचना नहीं है|	not-entailed	0
केजरीवाल का घर, कोई ख़ुश तो कोई परेशान	यह खेल की सूचना है|	not-entailed	0
केजरीवाल का घर, कोई ख़ुश तो कोई परेशान	यह खेल की सूचना नहीं है|	entailed	0
'भ्रष्ट और धोखेबाज़ों' की ख़ास आदमी पार्टी	यह भारत की सूचना है|	entailed	0
'भ्रष्ट और धोखेबाज़ों' की ख़ास आदमी पार्टी	यह भारत की सूचना नहीं है|	not-entailed	0
'भ्रष्ट और धोखेबाज़ों' की ख़ास आदमी पार्टी	यह खेल की सूचना है|	not-entailed	0
'भ्रष्ट और धोखेबाज़ों' की ख़ास आदमी पार्टी	यह खेल की सूचना नहीं है|	entailed	0
धारचूला: दो देश, नाम एक, ज़ख़्म एक	यह भारत की सूचना है|	entailed	0
धारचूला: दो देश, नाम एक, ज़ख़्म एक	यह भारत की सूचना नहीं है|	not-entailed	0
धारचूला: दो देश, नाम एक, ज़ख़्म एक	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	0
धारचूला: दो देश, नाम एक, ज़ख़्म एक	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	0
सूरजमुखी के फूलों का दूसरे विश्वयुद्ध से रिश्ता	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
सूरजमुखी के फूलों का दूसरे विश्वयुद्ध से रिश्ता	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
सूरजमुखी के फूलों का दूसरे विश्वयुद्ध से रिश्ता	यह खबर की सूचना है|	not-entailed	2
सूरजमुखी के फूलों का दूसरे विश्वयुद्ध से रिश्ता	यह खबर की सूचना नहीं है|	entailed	2
ग़ज़ा मसले के समाधान के लिए आगे आए ओबामा	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
ग़ज़ा मसले के समाधान के लिए आगे आए ओबामा	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
ग़ज़ा मसले के समाधान के लिए आगे आए ओबामा	यह भारत की सूचना है|	not-entailed	2
ग़ज़ा मसले के समाधान के लिए आगे आए ओबामा	यह भारत की सूचना नहीं है|	entailed	2
ग़ज़ा में हर घंटे एक बच्चे की मौत	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
ग़ज़ा में हर घंटे एक बच्चे की मौत	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
ग़ज़ा में हर घंटे एक बच्चे की मौत	यह विज्ञान की सूचना है|	not-entailed	2
ग़ज़ा में हर घंटे एक बच्चे की मौत	यह विज्ञान की सूचना नहीं है|	entailed	2
मांसपेशियों से जुड़ी बीमारी में कारगर हो सकती है वायग्रा	यह विज्ञान की सूचना है|	entailed	5
मांसपेशियों से जुड़ी बीमारी में कारगर हो सकती है वायग्रा	यह विज्ञान की सूचना नहीं है|	not-entailed	5
मांसपेशियों से जुड़ी बीमारी में कारगर हो सकती है वायग्रा	यह खेल की सूचना है|	not-entailed	5
मांसपेशियों से जुड़ी बीमारी में कारगर हो सकती है वायग्रा	यह खेल की सूचना नहीं है|	entailed	5
क्यों जारी है ट्रंप की दिमाग़ी हालत पर बहस	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
क्यों जारी है ट्रंप की दिमाग़ी हालत पर बहस	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
क्यों जारी है ट्रंप की दिमाग़ी हालत पर बहस	यह खेल की सूचना है|	not-entailed	2
क्यों जारी है ट्रंप की दिमाग़ी हालत पर बहस	यह खेल की सूचना नहीं है|	entailed	2
भारत-इंग्लैंड वनडे: लाइव स्कोर	यह खेल की सूचना है|	entailed	4
भारत-इंग्लैंड वनडे: लाइव स्कोर	यह खेल की सूचना नहीं है|	not-entailed	4
भारत-इंग्लैंड वनडे: लाइव स्कोर	यह विज्ञान की सूचना है|	not-entailed	4
भारत-इंग्लैंड वनडे: लाइव स्कोर	यह विज्ञान की सूचना नहीं है|	entailed	4
मिल गया दुनिया का सबसे कठोर पदार्थ!	यह विज्ञान की सूचना है|	entailed	5
मिल गया दुनिया का सबसे कठोर पदार्थ!	यह विज्ञान की सूचना नहीं है|	not-entailed	5
मिल गया दुनिया का सबसे कठोर पदार्थ!	यह खेल की सूचना है|	not-entailed	5
मिल गया दुनिया का सबसे कठोर पदार्थ!	यह खेल की सूचना नहीं है|	entailed	5
भारत को नहीं लौटाएँगे कोहिनूर: डेविड कैमरन	यह भारत की सूचना है|	entailed	0
भारत को नहीं लौटाएँगे कोहिनूर: डेविड कैमरन	यह भारत की सूचना नहीं है|	not-entailed	0
भारत को नहीं लौटाएँगे कोहिनूर: डेविड कैमरन	यह खेल की सूचना है|	not-entailed	0
भारत को नहीं लौटाएँगे कोहिनूर: डेविड कैमरन	यह खेल की सूचना नहीं है|	entailed	0
फ़िल्म इंडस्ट्री क्यों छोड़ना चाहती थीं विद्या बालन	यह मनोरंजन की सूचना है|	entailed	3
फ़िल्म इंडस्ट्री क्यों छोड़ना चाहती थीं विद्या बालन	यह मनोरंजन की सूचना नहीं है|	not-entailed	3
फ़िल्म इंडस्ट्री क्यों छोड़ना चाहती थीं विद्या बालन	यह खेल की सूचना है|	not-entailed	3
फ़िल्म इंडस्ट्री क्यों छोड़ना चाहती थीं विद्या बालन	यह खेल की सूचना नहीं है|	entailed	3
इतालवी नौसैनिक मर्ज़ी से भारत लौटे: इटली	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
इतालवी नौसैनिक मर्ज़ी से भारत लौटे: इटली	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
इतालवी नौसैनिक मर्ज़ी से भारत लौटे: इटली	यह मनोरंजन की सूचना है|	not-entailed	2
इतालवी नौसैनिक मर्ज़ी से भारत लौटे: इटली	यह मनोरंजन की सूचना नहीं है|	entailed	2
क्या उत्तर कोरिया से युद्ध पर ख़त्म होगा अमरीका-दक्षिण कोरिया युद्धाभ्यास?	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
क्या उत्तर कोरिया से युद्ध पर ख़त्म होगा अमरीका-दक्षिण कोरिया युद्धाभ्यास?	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
क्या उत्तर कोरिया से युद्ध पर ख़त्म होगा अमरीका-दक्षिण कोरिया युद्धाभ्यास?	यह मनोरंजन की सूचना है|	not-entailed	2
क्या उत्तर कोरिया से युद्ध पर ख़त्म होगा अमरीका-दक्षिण कोरिया युद्धाभ्यास?	यह मनोरंजन की सूचना नहीं है|	entailed	2
'आप' का असरः कश्मीर में भी बदलाव की बयार	यह भारत की सूचना है|	entailed	0
